Row	Col	test	cond	YAK1	cons	logcons	GFPr	gRNA	ACT1	OD	GFP	mCH1	mCH2	mCH3	Clone
A	1	estra	0	NA	18.8768181001975	1.27592879091621	23.1274450466835	29.2947537334698	23.3066571156125	0.603	1978	606	555	506	1
A	2	estra	0	NA	21.21116897109	1.32656460362756	23.4467523482419	29.6715390436161	23.289670557301	0.567	1979	553	561	605	2
A	3	estra	0	NA	27.0470461483211	1.43211984202919	22.9337715012385	28.8118514017589	22.8182786815822	0.59	2035	526	513	566	3
A	4	estra	0	NA	27.5408511402406	1.4399773578453	22.9237898138673	28.7976354199977	22.2389851079724	0.58	1947	488	556	530	4
A	5	estra	0	NA	28.1244388579637	1.44908386611245	22.8037005462343	28.9718455750047	22.7008437813878	0.576	1977	565	515	488	5
A	6	estra	0	NA	24.1739989226073	1.38334849841628	23.1636974220283	28.8934374555316	22.6722819469261	0.533	2022	482	505	531	6
A	7	estra	0	NA	23.6801939306877	1.37438525475201	23.1235236512198	29.0417234523246	23.0549633745981	0.587	2037	548	563	494	7
A	8	estra	0	NA	36.8333632609086	1.56624137617139	22.6295494470077	28.5108006155867	22.3711116405001	0.553	2004	494	535	578	8
A	9	Blanc	NA	NA	1.77320883462022	0.248759886408739	29.1238135441989	35.9736516682999	34.7694636490184	0.082	2101	275	247	262	1
A	10	Blanc	NA	NA	1.23451247979889	0.091495484612542	39.3382017258803	NaN	NaN	0.082	2105	244	262	242	1
A	11	DNA	0.109375	NA	NA	0	NA	NA	29.1486625195404	NA	NA	NA	NA	NA	NA
A	12	DNA	0.109375	NA	NA	0	NA	NA	28.3758061847671	NA	NA	NA	NA	NA	NA
B	1	estra	0.5	NA	18.0238822050637	1.25584834039698	22.5674828152089	28.5925080807194	23.6323104762371	0.607	2224	619	566	546	1
B	2	estra	0.5	NA	13.6694200035913	1.13575008775117	24.3731700261319	30.2566944316828	24.7352630253447	0.557	2127	616	504	599	2
B	3	estra	0.5	NA	31.5361824384988	1.4988091193594	22.6455874057435	28.5828072607634	22.8648811602402	0.585	2165	630	572	562	3
B	4	estra	0.5	NA	10.2576764230562	1.01104899518815	24.7521336957373	30.5200971147325	25.1386895834776	0.594	2174	620	573	581	4
B	5	estra	0.5	NA	8.37223918118154	0.922841626926985	25.5626951231765	31.5903201655501	25.7970704325899	0.582	2193	622	673	612	5
B	6	estra	0.5	NA	23.23128030167	1.36607314491123	22.4034923025914	28.3287960406443	22.3318276825919	0.552	2103	570	620	626	6
B	7	estra	0.5	NA	31.0423774465793	1.49195497522761	22.5833324723375	28.3870113990431	22.9725504975856	0.569	2237	650	571	551	7
B	8	estra	0.5	NA	33.6011851319806	1.52635459546135	22.5344252550675	28.2852570251886	23.1932900078412	0.561	2206	636	599	617	8
B	9	GPD1GFPgRNA	NA	WT	38.2249955108637	1.5823474430809	18.8310130463883	25.7360699721903	24.8847703237794	0.803	8760	1009	979	930	2
B	10	GPD1GFPgRNA	NA	delta	31.2219428981864	1.49445992511034	19.5594373113546	26.3164398622684	24.7773868897993	0.782	6421	1145	1092	1101	2
B	11	DNA	0.21875	NA	NA	0	NaN	NaN	27.3589989541221	NA	NA	NA	NA	NA	NA
B	12	DNA	0.21875	NA	NA	0	39.724311509844	NaN	26.9275688591369	NA	NA	NA	NA	NA	NA
C	1	estra	1	NA	16.4077931405998	1.21505017207616	22.3471515274347	28.0260316360382	23.115947094596	0.611	2615	698	652	686	1
C	2	estra	1	NA	6.08277967319088	0.784102085992703	25.1595730650553	30.5908131470347	25.975043533519	0.579	2582	669	667	620	2
C	3	estra	1	NA	12.8164841084575	1.10776890336414	23.5628087177731	28.849511276869	24.4306777990839	0.594	2594	700	681	624	3
C	4	estra	1	NA	5.00538696354821	0.699437658166458	25.2889920467926	30.6918405142345	25.6116247210095	0.602	2602	705	712	637	4
C	5	estra	1	NA	4.55647333453044	0.658628833031511	27.02664631333	31.281935534381	28.1912878673395	0.588	2577	710	703	664	5
C	6	estra	1	NA	23.0068234871611	1.36185666051007	22.4455273889355	27.7751152788711	23.1968714415929	0.566	2568	706	684	657	6
C	7	estra	1	NA	24.6229125516251	1.39133942269301	22.0440619276941	27.7018904489457	22.5738087091024	0.59	2614	767	730	674	7
C	8	estra	1	NA	32.3442269707308	1.50979677593229	22.5031790501063	27.8577632081467	22.6581127177896	0.556	2557	660	684	718	8
C	9	GPD1GFPgRNA	NA	delta	30.6383551804633	1.48626544649507	19.2978878350182	25.7986781891745	22.0816152672412	0.705	5798	1027	942	933	3
C	10	GPD1GFPgRNA	NA	WT	34.8132519303286	1.5417445929319	19.551198347489	26.2292974840753	23.8774931658778	0.837	9643	1077	1042	1045	3
C	11	DNA	0.4375	NA	NA	0	NaN	NaN	25.6852328865154	NA	NA	NA	NA	NA	NA
C	12	DNA	0.4375	NA	NA	0	NaN	NaN	25.1801304522108	NA	NA	NA	NA	NA	NA
D	1	estra	2	NA	20.3133417130544	1.3077813743235	21.3022038423019	26.5428222218578	23.129023779787	0.607	3849	740	718	813	1
D	2	estra	2	NA	17.7096426647513	1.24820979832772	22.3294870115639	27.7643683016259	24.1442436126353	0.59	3772	736	762	749	2
D	3	estra	2	NA	13.4449631890824	1.12855961750761	22.2888335296472	27.4430165810449	23.6917642660876	0.604	3851	771	806	738	3
D	4	estra	2	NA	6.4419105764051	0.80901469185229	24.3423796952521	29.4269399986407	26.1334671585553	0.595	3818	800	739	784	4
D	5	estra	2	NA	2.98527563296822	0.474984436085383	27.0985084824703	31.6977117314999	29.9440744318208	0.586	3798	695	789	834	5
D	6	estra	2	NA	20.5377985275633	1.31255388918475	21.4460313700022	26.6983486252298	23.53979633294	0.541	3606	745	786	697	6
D	7	estra	2	NA	24.7575866403304	1.39370830755849	21.1160569314913	26.4684521330751	22.7803787070043	0.558	3726	773	739	691	7
D	8	estra	2	NA	28.7978093014904	1.45935945149323	21.6496605495702	27.0451101779742	23.8563212311379	0.572	3771	799	793	751	8
D	9	GPD1GFPgRNA	NA	WT	33.7807505835877	1.52866929504816	18.7615545742286	26.0083859487256	22.5352737193535	0.717	8236	1016	944	989	4
D	10	GPD1GFPgRNA	NA	delta	23.4108457532771	1.36941710354483	20.5702384656538	27.1928278049569	24.6838494793942	0.802	6573	1152	1168	1223	4
D	11	DNA	0.875	NA	NA	0	NaN	NaN	24.8703796588829	NA	NA	NA	NA	NA	NA
D	12	DNA	0.875	NA	NA	0	NaN	NaN	23.8996305421116	NA	NA	NA	NA	NA	NA
E	1	estra	4	NA	13.4000718261806	1.12710712624766	21.0407255171743	26.9613142635944	22.9868130107984	0.611	6217	882	830	745	1
E	2	estra	4	NA	9.98832824564554	0.999492806099229	21.6799361798398	27.1939616418975	24.6873309787724	0.603	6230	865	800	791	2
E	3	estra	4	NA	10.706590052074	1.02965117415841	20.7635022428108	26.3362717593035	24.0227026593329	0.609	6177	859	830	793	3
E	4	estra	4	NA	6.80104147961932	0.832575423620602	21.832489732555	27.3137501104197	24.7656468263561	0.598	6304	816	806	800	4
E	5	estra	4	NA	7.33973783444065	0.865680547778583	22.6526966530107	28.073718055189	25.7683874907244	0.6	6175	845	846	796	5
E	6	estra	4	NA	13.0858322858682	1.11680134987731	21.3077452823863	26.7482475695161	24.6213614302217	0.56	5896	842	821	735	6
E	7	estra	4	NA	29.3813970192135	1.46807244166905	19.6854941663744	25.6851600715708	22.7657287130745	0.579	5990	760	740	859	7
E	8	estra	4	NA	28.5733524869815	1.45596119877195	19.7157204468888	25.7581985858099	22.6274493539667	0.554	5780	802	785	780	8
E	9	GPD1GFPgRNA	NA	delta	32.5237924223379	1.51220118058947	19.5113478507432	26.5916847686574	22.4154767699846	0.743	5932	924	994	967	5
E	10	GPD1GFPgRNA	NA	WT	30.3241156401508	1.48178814414033	19.0246255473451	26.2088303340893	22.5740628203074	0.82	9399	973	1008	969	5
E	11	DNA	1.75	NA	NA	0	NaN	NaN	23.0316628247989	NA	NA	NA	NA	NA	NA
E	12	DNA	1.75	NA	NA	0	NaN	NaN	22.3469318519598	NA	NA	NA	NA	NA	NA
F	1	estra	8	NA	12.9062668342611	1.11080063980793	19.3051557476961	25.8907167386708	24.3213115359652	0.602	9784	760	844	780	1
F	2	estra	8	NA	21.1213862452864	1.32472241854555	18.743520021385	25.4770458154305	22.6904475869599	0.617	10151	835	860	783	2
F	3	estra	8	NA	12.5022445681451	1.09698799029203	19.3633322050582	25.7160674055393	24.0111653414847	0.603	9905	852	828	797	3
F	4	estra	8	NA	17.0811635841264	1.23251745188887	18.889567891065	25.2414242167102	24.0068651838891	0.575	9444	853	800	823	4
F	5	estra	8	NA	8.8660441731011	0.947729890744758	20.2527841268165	26.355285741021	24.642255445501	0.61	10264	876	777	813	5
F	6	estra	8	NA	28.0346561321602	1.44769523349243	17.9165030260227	24.4961838150402	22.4414965304283	0.592	9647	854	863	805	6
F	7	estra	8	NA	26.6430238822051	1.42558351407289	18.5356742259885	24.9742327452674	23.1755549959865	0.6	10020	839	771	901	7
F	8	estra	8	NA	16.6322499551086	1.22095100309762	20.150034329784	26.3458252260058	25.1673829336236	0.565	9417	828	757	797	8
F	9	GPD1GFPgRNA	NA	WT	37.551625067337	1.57462873608069	19.0357234445786	26.2695364758639	22.3194223882939	0.784	8714	920	860	930	6
F	10	GPD1GFPgRNA	NA	delta	18.6074699227869	1.26968732566857	21.1222739674028	27.9285408491397	24.6668484940914	0.792	6619	1054	1153	1046	6
F	11	DNA	3.5	NA	NA	0	NaN	NaN	21.7253012713524	NA	NA	NA	NA	NA	NA
F	12	DNA	3.5	NA	NA	0	NaN	NaN	21.1942181635974	NA	NA	NA	NA	NA	NA
G	1	estra	16	NA	15.3752917938589	1.18682336661072	17.770826080858	24.7972364198633	23.6516601362057	0.631	14576	941	766	862	1
G	2	estra	16	NA	8.77626144729754	0.943309552514164	19.2659853206104	26.1234727469936	25.2258630294216	0.654	15206	974	882	797	2
G	3	estra	16	NA	20.9418207936793	1.3210144388648	17.2211073795431	24.2467202729224	22.7714877564967	0.632	14581	873	959	889	3
G	4	estra	16	NA	7.96821691506554	0.901361148173391	19.642467249375	26.1317772762058	25.2693246629631	0.613	14271	893	826	826	4
G	5	estra	16	NA	9.13539235051176	0.960727204343517	18.4382728861229	25.3756256942907	24.0244420022629	0.618	14260	948	792	837	5
G	6	estra	16	NA	23.9495421080984	1.37929721454277	17.08281047794	24.2294775315209	22.3548815784343	0.61	14165	885	823	909	6
G	7	estra	16	NA	26.3736757047944	1.42117066172605	17.0299284615778	24.0446591159582	21.9700143703913	0.609	14360	872	973	873	7
G	8	estra	16	NA	30.7281379062668	1.48753624325229	17.2745849658974	24.4796457406596	23.1178695360522	0.605	14136	880	785	845	8
G	9	GPD1GFPgRNA	NA	delta	44.0608726880948	1.6440530947183	19.2831407564151	26.6377317421597	21.4998643422318	0.783	6331	961	948	1030	7
G	10	GPD1GFPgRNA	NA	WT	41.5020650026935	1.61806970627747	18.943368757803	25.923052154059	21.4760374814267	0.819	9518	975	1030	1071	7
G	11	DNA	7	NA	NA	0	NaN	NaN	20.6136761516438	NA	NA	NA	NA	NA	NA
G	12	DNA	7	NA	NA	0	NaN	NaN	20.1163143298724	NA	NA	NA	NA	NA	NA
H	1	GPD1GFP	NA	WT	10.8861555036811	1.03687453372056	22.6229801767416	NaN	24.4361231968274	0.689	4663	243	224	198	1
