orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT	numbAcross
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	2	416816.666666667	9.95611111111111	347850	455300	-0.123835173364988	-0.0348695122599279	1.68166666666667	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	4	1109800	3.2775	1067050	1165100	0.0633070662302374	-0.00222223083999106	0.0075	specific	2
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	5	382650	14.1766666666667	348250	431533.333333333	0.146497212048185	-0.0778154931136313	8.64444444444444	oposite	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	7	161300	3.05055555555556	94033.3333333333	238233.333333333	0.063719194752066	-0.00614339979046357	0.148888888888889	specific	3
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	8	362440	3.451	285240	456880	-0.0719673746634932	-0.0340980558612247	1.261	specific	5
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	10	154016.666666667	94.1813888888889	143983.333333333	165933.333333333	-0.430413432051815	0.0238359471286133	0.852777777777778	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	10	661066.666666667	10.8927777777778	621983.333333333	697200	0.13274523976617	-0.0231721125050486	1.11555555555556	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	11	268500	24.9427777777778	243850	306666.666666667	-0.211428779577543	-0.034379631032223	1.42361111111111	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	12	928500	6.50555555555556	879233.333333333	962133.333333333	0.0962856852678264	0.0298462152210532	0.689444444444444	specific	3
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	13	253666.666666667	13.2241666666667	202433.333333333	295116.666666667	0.147029135687682	0.0493659922419338	1.53361111111111	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	14	524800	7.58777777777778	468166.666666667	576250	0.109683360473821	0.266414990201028	44.8661111111111	together	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	15	157233.333333333	3.28444444444444	98766.6666666667	202100	-0.0696536212535049	-0.0561968708629949	2.30111111111111	specific	3
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	2	585700	3.55	533350	642550	-0.0722792144192883	-0.0187397029460225	0.649166666666667	specific	2
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	5	515216.666666667	46.6136111111111	502633.333333333	530566.666666667	-0.279484831690151	0.0976498308310876	9.6875	oposite	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	8	109360	4.336	46460	147620	-0.0982448011774204	0.0160349004874303	0.0956666666666667	specific	5
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	12	692650	15.3777777777778	653600	733266.666666667	-0.160226912487039	0.133601418154608	12.5138888888889	oposite	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	13	36716.6666666667	3.91861111111111	0	107850	-0.0829390900623336	0.0402777095179781	2.73555555555556	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	14	472933.333333333	57.1702777777778	454566.666666667	492616.666666667	0.312338884480613	0.0976037239681923	6.36305555555556	together	6
YDL022W	GPD1	a	1	1	190201	GPD1_a_1_1	gfp	4	208160	6.76733333333333	171780	266640	-0.108453336915234	-0.0543605947573791	2.561	specific	5
YDL022W	GPD1	a	1	1	190201	GPD1_a_1_1	gfp	12	224633.333333333	3.79722222222222	156133.333333333	372266.666666667	-0.0642384661247763	-0.0137270664579277	0.336111111111111	specific	3
YDL022W	GPD1	a	1	1	190201	GPD1_a_1_1	gfp	12	689920	12.4776666666667	648320	724140	0.134269052878278	-0.160362048547158	15.2696666666667	oposite	5
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	12	346500	3.58333333333333	273000	375700	-0.0734955662032177	0.00464471733668044	0.17	specific	1
