GOI	CRISPR	chanel	pop	atlchanel	mCHeffect	mCHpval	GFPeffect	GFPpval	finalPV	heritability	synergy
ARO8a	a	mCH	high	all	0.122496391028026	1.17172634739502e-30	0.0792666077793847	6.54093133846972e-19	0		
ARO8a	a	mCH	low	all	-0.12649329661643	2.08764196263865e-32	-0.0861341175865835	9.79752748156638e-24	0		
ARO8a	a	GFP	high	all	0.0185364013825149	0.0839142202309989	0.122263374881841	7.48052342967613e-44	0		
ARO8a	a	GFP	low	all	-0.193553906724632	2.45195917336755e-67	-0.294577367706101	2.64368151605002e-250	0		
ARO8a	a	mCH	high	fix	0.176292013660776	8.77253084657429e-50	0.0310149365238122	0.00059649344209214	0		
ARO8a	a	mCH	low	fix	-0.0327158995538772	0.00696131330669965	0.0354190735034319	5.5572158652773e-05	0		
ARO8a	a	GFP	high	fix	0.0374138770775074	0.000449127160222895	0.114028305231821	8.2909611510943e-38	0		
ARO8a	a	GFP	low	fix	-0.0172946995691978	0.111480359824596	-0.142434666867885	9.00886636811423e-59	0		
ARO8i	i	mCH	high	all	0.0648820688964644	9.23145619153307e-23	-0.0133634404428884	0.111409934798532	0		
ARO8i	i	mCH	low	all	-0.0719934184433946	1.56406049121291e-24	-0.0221383458689433	0.00921268985827615	0		
ARO8i	i	GFP	high	all	0.0703198729279375	3.24677960783841e-25	0.150404877286525	6.18753231289748e-73	0		
ARO8i	i	GFP	low	all	-0.0869558624670859	2.98243302902171e-31	-0.258059636375593	1.87651981197195e-198	0		
ARO8i	i	mCH	high	fix	0.0348921000349662	6.11940017571692e-07	-0.112465364615534	3.44728558261022e-45	0		
ARO8i	i	mCH	low	fix	-0.00953017933187361	0.120224081209655	0.0198589440184147	0.00906279926597043	0		
ARO8i	i	GFP	high	fix	0.0185714110231636	0.00214116073657165	0.136445619035356	1.0200925167168e-62	0		
ARO8i	i	GFP	low	fix	-0.0989490311228014	1.7918101610985e-46	-0.273042298891424	1.03047442966825e-238	0		
BMH2a	a	mCH	high	all	0.111601548988397	9.62051217453639e-31	0.0236902998807658	0.00573913976033017	0		
BMH2a	a	mCH	low	all	-0.112635181117886	4.91211845458257e-33	-0.00417039077837877	0.611369564881412	0		
BMH2a	a	GFP	high	all	-0.00318378572332367	0.724413728027795	0.0690221695588509	3.99244328225316e-16	0		
