GOI	chanel	pop	atlchanel	mCHeffect	mCHpval	GFPeffect	GFPpval	finalPV	heritability	synergy
BMH2_1	mCH	high	all	0.206599012496299	3.95326241098162e-141	0.0653002003245433	1.34469750914208e-29	3.95326241098162e-141	good	similar
BMH2_1	mCH	low	all	0.0238942807334253	0.00389822068974661	0.00938189997945393	0.106033404638413	0.00389822068974661	nul	none
BMH2_1	GFP	high	all	0.181008733842302	4.76946494676887e-107	0.147211303367946	1.41934446575766e-136	1.41934446575766e-136	good	similar
BMH2_1	GFP	low	all	0.0797721152803685	1.63479346792463e-22	-0.0987893115307896	1.18128551090768e-68	1.18128551090768e-68	good	inverted
OLE1_2	mCH	high	all	0.0976232186583239	7.3484849929508e-34	0.0251401160240396	0.000364328494789341	7.3484849929508e-34	good	similar
OLE1_2	mCH	low	all	-0.0338796101302332	2.16436871815102e-05	0.0461552303250805	5.29236858793738e-11	2.16436871815102e-05	good	inverted
OLE1_2	GFP	high	all	0.0339366280237678	2.84251242843598e-05	0.0496336612527317	4.83275176395809e-12	4.83275176395809e-12	good	similar
OLE1_2	GFP	low	all	-0.0873804865918215	1.31086122078818e-27	-0.0394988977677935	1.42326622306424e-08	1.42326622306424e-08	good	similar
CYC1_2	mCH	high	all	0.153182741210959	4.7591249924882e-61	0.256416042361996	6.65283504808703e-97	4.7591249924882e-61	good	similar
CYC1_2	mCH	low	all	-0.270485904800579	2.0805223024175e-161	-0.430166252307767	4.24106391958481e-237	2.0805223024175e-161	good	similar
CYC1_2	GFP	high	all	0.180356400502314	6.31164499414646e-95	0.556513077395066	0	0	good	similar
CYC1_2	GFP	low	all	-0.357568618755609	6.58927666349497e-283	-0.739623413919536	0	0	good	similar
TPO1_2	mCH	high	all	0.102469136897319	7.83708408567445e-34	0.0449068916625954	2.75809013797993e-06	7.83708408567445e-34	good	similar
TPO1_2	mCH	low	all	-0.1091463366342	6.46331053815624e-35	-0.161989534387311	1.72814357090145e-64	6.46331053815624e-35	good	similar
TPO1_2	GFP	high	all	0.122264938686776	9.47088198659216e-53	0.486041575019169	0	0	good	similar
TPO1_2	GFP	low	all	-0.0867372801377027	1.55426283229924e-22	-0.34148041713591	3.1077535736865e-304	3.1077535736865e-304	good	similar
CTS1_2	mCH	high	all	0.10551352877857	4.50488124908727e-36	-0.0421089461363211	0.000287396021650946	4.50488124908727e-36	good	inverted
CTS1_2	mCH	low	all	-0.13576596449494	5.19664991746343e-53	0.0105776347731226	0.357178200832412	5.19664991746343e-53	good	none
CTS1_2	GFP	high	all	0.019042749537225	0.025539625278412	-0.0536797382375713	4.49032113473183e-06	4.49032113473183e-06	nul	none
CTS1_2	GFP	low	all	-0.00988107316692144	0.230545762806512	-0.0259208929206611	0.0249734382163192	0.0249734382163192	nul	none
RPS10A_2	mCH	high	all	0.107004236816459	2.49321404323216e-41	-0.0258566513622522	3.1854203318893e-06	2.49321404323216e-41	good	inverted
RPS10A_2	mCH	low	all	-0.161769552335334	1.67682042290403e-94	-0.0121084149403625	0.0276787759821866	1.67682042290403e-94	good	none
RPS10A_2	GFP	high	all	-0.0422026594313616	1.79503926863573e-08	0.0850301229918866	1.76568539020601e-58	1.76568539020601e-58	good	inverted
RPS10A_2	GFP	low	all	-0.040589776044496	1.9897427717028e-06	-0.23697906192815	0	0	good	similar
