orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	2	395200	14.27	380000	449800	-0.14889739118529	-0.0189923922384083	0.61	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	4	193900	7.86	159000	222400	-0.147686291852701	-0.0203874409011198	0.7	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	5	434300	19.83	406500	459200	0.165573230365578	-0.140131017946192	12.85	oposite
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	7	142400	3.04	107500	247000	0.0723565312501145	0.0135878530607587	0.43	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	8	405200	7.55	379700	461000	-0.103856072690395	-0.0466215678483674	1.98	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	10	153400	95.15	144100	162500	-0.441253701911337	0.0340124506614188	0.85	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	10	662500	21.35	640400	690500	0.184253746264903	-0.024450463324432	0.4	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	11	283300	31.17	248800	308700	-0.234989223174188	-0.030635160125884	1.87	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	12	256500	7.03	204300	361800	-0.107785672174364	-0.0130195022791065	0.41	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	12	729900	13.2	675000	774800	0.145300850712811	-0.123266567347833	9.82	oposite
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	12	921000	10.16	881900	942100	0.136693086004604	-0.0147299659611792	0.55	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	13	272900	16.3	241400	306800	0.177631939399358	0.0331823685957867	1.31	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	14	505000	5.38	471200	571900	0.0926348208756285	0.287396784792368	47.26	together
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	15	558100	3.61	483900	676700	-0.043301503771968	-0.0391056323905019	1.12	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	gfp	16	193700	3.05	132800	586200	-0.0682101348892957	0.00378206156875849	0.64	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	5	525700	44.7	509800	538000	-0.279606886016841	0.133310956326878	12.24	oposite
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	8	113200	3.14	0	165400	-0.0785092329264802	0.039567560633861	0.56	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	11	427300	4.34	340100	493800	-0.088552879419395	-0.10362446725944	9.44	together
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	12	694900	11.73	657700	731400	-0.143081850756427	0.141821874612714	12.29	oposite
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	13	1200	6.96	0	88200	-0.107716249904455	0.0392999476630471	2.07	specific
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	13	369500	3.35	299000	461100	0.0863063419602239	0.114796827339418	8.91	together
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	14	474900	52.12	458300	494700	0.294985794087773	0.0731202056777473	3.75	together
YDL022W	GPD1	a	4	1	190201	GPD1_a_4_1	mch	15	230500	3.47	140600	461300	-0.0612946630340298	0.00676701214771647	0.41	specific
