orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	1	143300	5.15	109800	191000	-0.126050742892166	-0.00303848262087048	0.42	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	4	1010000	18.41	980900	1074300	0.179747683469201	-0.221718527799598	32.35	oposite
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	7	356100	4.47	306700	408100	0.0983408434215483	0.0118917039593027	0.62	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	8	13800	4.45	0	118900	0.120400063737855	-0.0172429578284014	1.03	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	10	150400	42.77	139800	173600	-0.273570436742517	0.116491446153449	6.61	oposite
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	10	657600	18.16	632200	674600	0.150275175867497	-0.00938819086086889	0.41	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	11	217500	3.04	99800	295200	0.0362898192844172	-0.00397216647489729	0.41	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	12	140600	3.68	73100	223600	-0.0941685099323296	-0.0409268286756511	1.41	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	12	689700	21.33	647900	752200	0.175320934433978	-0.0651135787233706	2.83	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	13	237100	3.55	99600	336500	0.0708385849122881	0.0583081615608135	2.18	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	14	501500	11.45	446500	526000	0.140404866801633	0.270046121382489	41.87	together
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	15	172300	19.47	151900	189400	-0.201269955338633	-0.0763163844636383	5.15	together
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	15	512400	4.35	481400	536900	-0.103036374530768	-0.00374374815259909	0.63	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	gfp	16	145200	3.5	0	250400	-0.0651324028065854	-0.00983988337839936	0.43	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	mch	4	1083100	51.28	1067600	1098000	-0.276238891085898	0.175650277177198	15.74	oposite
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	mch	10	131100	7.9	97400	164600	0.125823637487016	-0.248070084521009	38.54	oposite
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	mch	12	637600	4.96	568700	687500	-0.0894393391939098	0.162053337882427	16.98	oposite
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	mch	13	65400	11.81	38000	91300	-0.140018069086984	0.0159788714988013	0.58	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	mch	13	321500	4.98	252900	379400	0.10015110250172	0.0328175976225991	1.85	specific
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	mch	14	476800	47.63	461300	492700	0.285700707725273	0.137489910703473	10.68	together
YKL035W	UGP1	a	1	1	190201	UGP1_a_1_1	mch	15	147100	6	104400	204700	-0.0911420007933924	-0.181639612562057	16.76	together
