orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	2	364600	8.11	335800	422200	-0.137171578360537	-0.0724153425972863	4.04	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	4	97800	6.22	48900	143300	-0.0874969554925062	-0.0713905633291282	4.26	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	4	1124100	7.2	1063400	1176900	0.11663395592968	-0.017093121825518	0.43	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	5	376700	4.47	313500	409500	0.129230909034084	-0.0196249489936471	3.58	oposite
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	5	557100	4.3	508700	566500	-0.11260889648535	-0.246589569778362	33.18	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	7	198200	9.37	101700	237200	0.122708252152291	-0.0334119943957984	0.54	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	8	335700	3.76	222200	411000	-0.084749038528183	-0.0547487632744342	3.29	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	10	157600	184.94	149400	167500	-0.637853352154381	-0.0590930696838107	2.11	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	10	699800	5.04	657200	741700	0.103821728468637	-0.0977710252530243	5.96	oposite
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	11	260000	25.22	234900	299200	-0.207825399929966	-0.0241422991403865	1.54	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	12	912200	8.16	852000	957800	0.10719576395684	0.0571661119324698	1.48	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	13	235100	15.73	132300	270200	0.163005762420758	0.0169370930366208	0.58	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	14	534600	11.29	496400	580000	0.138019570172014	0.2970121727188	55.17	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	15	169100	3.21	85600	225800	-0.0851437276008488	-0.0316091900887165	0.83	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	15	746200	6.42	679100	854900	-0.0903688167498509	-0.0107087897183636	0.46	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	2	574500	10.53	528900	643600	-0.136492936627712	-0.0108117191714433	0.55	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	4	66100	4.81	0	140900	-0.0812952981743718	-0.0842802928464871	4.78	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	5	508100	46.79	500200	521200	-0.261279636662836	-0.0549209425894336	2.26	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	8	123800	5.46	65900	166100	-0.111601382858294	0.00637884479030904	0.4	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	8	289000	5.88	242100	328900	-0.0870507944193116	-0.0938889061168277	2.62	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	10	664400	6.14	611800	741700	-0.0921462804904132	0.0861946265293912	3.6	oposite
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	11	419100	4.38	304700	473400	-0.0794594797592172	-0.0920922398387872	7.25	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	12	671100	12.13	641600	725800	-0.163650121616308	0.0790498692324873	2.84	specific
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	13	67600	3.97	0	109000	-0.0830345823993416	0.119768954828384	9.52	oposite
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	14	475500	72.87	461700	496200	0.352119574559006	0.106307600306554	8.24	together
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	16	265500	3.38	175300	319000	0.0842991221561543	-0.0381588290151856	0.82	specific
