orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	2	452800	11.67	386700	473000	-0.123151567788227	-0.0366168663671692	0.73	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	4	215600	5.48	179200	270700	-0.112845800123012	-0.0585607771326611	3.28	together
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	5	414600	23.64	388700	462100	0.176771611935173	-0.0751802226313525	7.41	oposite
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	8	321700	4.15	199300	410800	-0.0926558525191166	-0.059358556958007	2.79	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	10	154200	58.8	143600	168800	-0.349876942619426	0.0484881408548871	1.58	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	10	638200	7.35	574400	688600	0.1159809808022	0.00398713753477054	0.41	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	11	247300	20.03	223700	310600	-0.182184141308474	-0.01576900283172	0.69	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	12	346500	6.41	273000	375700	-0.109625869844378	-0.0139663907347454	0.76	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	12	677400	19.78	637300	698600	0.154924278420579	-0.148798714713153	12.58	oposite
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	12	952300	8.48	903800	986500	0.120780907605115	0.0238482123495758	0.79	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	13	243100	11.07	187900	275600	0.128633768118426	0.0395324880728876	1.04	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	14	468300	7.32	374000	575600	0.0938270236590705	0.255896189756336	35	together
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	15	179400	8.21	132700	214900	-0.118340380795482	-0.0969205476759534	4.4	together
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	4	172800	4.38	132800	233100	-0.0949766758860735	-0.0713329712095978	3.1	together
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	5	513700	38.78	501700	531600	-0.243722319676582	0.164239347617619	18.3	oposite
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	8	83300	9.59	62300	106300	-0.170950073899664	0.0311702295594777	0.4	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	10	414200	3.93	329600	471200	0.093067713617362	0.0452052511267509	1.84	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	11	537300	3.03	335600	599500	-0.0761902741139945	0.0210852036707424	0.45	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	12	728600	12.86	647500	788300	-0.157207482154001	0.138844884105018	16.8	oposite
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	13	75900	3.25	0	149900	-0.0653559415744649	0.0366614824776771	1.38	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	13	372200	4.7	295000	462900	0.105673011151918	0.0966285131380298	6.74	together
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	13	701000	3.88	611700	761300	0.0767705332103976	0.0356854163359561	0.84	specific
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	14	476000	35.28	453100	495900	0.254516723845406	0.0935546068016478	7.24	together
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	mch	15	134900	5.64	76500	205900	-0.111415760046042	-0.100960550216403	6.39	together
