orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	2	446300	5.85	195400	495600	-0.0887388976510712	-0.0301416829046779	1.07	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	4	231100	10.52	194500	262600	-0.135200781126808	-0.0735261951586924	3.07	together
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	4	1095500	7.84	1070700	1153300	0.0921549043854897	0.00718489023793567	0.4	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	5	358700	14.02	329200	409200	0.152737224930889	-0.0422002185708714	4.6	oposite
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	7	143300	3.33	72900	230500	0.0644565332640225	-0.0176864373215541	0.4	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	8	386000	3.94	308300	446700	-0.0701599506089973	-0.0330673283848504	0.86	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	10	148300	91.56	139300	159800	-0.439438055873873	0.034916839229934	2.11	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	10	668800	12.43	641400	698900	0.133722376679405	-0.05002290099685	1.09	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	11	286500	23.09	256100	328400	-0.207482438792431	-0.0688185420283474	2.43	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	12	678400	14.55	650200	725300	0.165429732545651	-0.13685548502343	12.23	oposite
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	13	220700	18.98	195900	271000	0.158201878202924	0.0620097408905721	0.88	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	14	520800	9.32	492000	561100	0.132282576230221	0.319760656982883	55.67	together
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	15	500100	4.23	418800	590700	-0.0576951294974559	-0.051305543581748	2.01	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	gfp	16	252400	3.95	160900	293800	-0.0716076130484505	0.0191004891978382	0.43	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	4	215600	3.13	0	283100	-0.0716322766181764	-0.131992636317542	10.23	together
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	5	118200	3.18	74400	153800	0.0181310664982152	0.0291484742332274	0.7	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	5	516000	45.58	501100	533300	-0.296127805416325	0.0886487677658712	4.85	oposite
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	8	125700	6.65	76600	155400	-0.111442056471631	0.0360547282189973	0.55	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	10	315900	3.8	250500	443700	0.0754360844129369	0.0155905854384307	0.41	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	12	711600	13.4	661100	737900	-0.133296213837129	0.133904243387291	13.7	oposite
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	13	35500	5.56	0	102800	-0.0970780572544068	0.0288869199189635	1.72	specific
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	14	471200	69.12	449700	487700	0.344349696297237	0.0939947872525547	4.61	together
YDL022W	GPD1	a	2	1	190201	GPD1_a_2_1	mch	15	678700	5.91	627500	754600	-0.099242936889157	-0.0315659280765316	1.52	specific
