orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	2	399700	14.52	369100	430700	-0.146273400403744	-0.0415536766243334	1.72	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	4	215100	10.68	174900	250500	-0.123691005281009	-0.0709616126301342	3.94	together
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	5	325100	14.69	279900	405900	0.167520217417585	-0.0954383691812332	8.55	oposite
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	8	461800	3.71	389400	554900	-0.0663682611972105	-0.0322282769259287	0.89	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	10	153300	66.05	142200	167100	-0.345897406698197	0.0312796779763204	0.76	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	10	637400	11.33	607900	661600	0.161791775007411	0.00389977653277174	0.4	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	11	256700	23.2	238000	292700	-0.192136655380804	-0.0340211183566941	1.18	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	12	206900	3.96	144900	390100	-0.0600222719003936	-0.0236739438711109	0.68	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	12	661700	11.66	607700	700400	0.14291606654718	-0.198372345681581	22.71	oposite
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	13	310000	12.88	253600	349400	0.149918077717662	0.0490276367783838	1.76	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	14	595800	8.2	488100	625200	0.11053714482177	0.169740278576863	23.7	together
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	15	123200	6.81	78000	165600	-0.107428021377956	-0.0594053279771299	1.77	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	gfp	15	821500	3.13	498800	892600	-0.0548630157682062	-0.0548784483032994	2.26	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	2	596900	4.79	537800	641500	-0.0753398748529047	-0.0147078303902093	0.88	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	4	156900	5.16	87600	253000	-0.0882516268579614	-0.102115094724461	7.14	together
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	5	516400	51.21	503400	532900	-0.286325641347297	0.0972262893259577	8.2	oposite
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	8	100800	3.68	27500	144900	-0.100205386253048	-0.00249985696672717	0.74	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	9	182400	4.16	79600	247900	0.0827430268040011	0.0169164141581574	0.4	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	10	377000	4.86	269900	444200	0.0811642058048305	0.00647704364369639	0.44	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	12	684300	24.82	662400	698400	-0.206386925368096	0.13198400806384	10.7	oposite
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	13	39000	3.93	0	121100	-0.0738559804115727	0.0603186263829074	2.13	specific
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	14	464000	61.79	450900	481600	0.331955945296743	0.0953324191706357	5.5	together
YDL022W	GPD1	a	1	2	190201	GPD1_a_1_2	mch	15	691900	6.5	637400	748300	-0.0787094024000895	-0.0583276654078042	2.21	specific
